Sample_ID,AE Fraction,SE Fraction,75As,27Al,47Ti,48Ti,51V,52Cr,55Mn,56Fe,57Fe,59Co,60Ni,63Cu,66Zn,95Mo,111Cd,208Pb
210929_IC_SEC_200to250_3,250,3,0.0,2.3,0.1,0.5,0.2,0.2,0.4,1.2,1.0,0.0,1.6,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_200to250_4,250,4,0.0,2.2,0.1,0.7,0.2,0.2,0.5,1.4,1.2,0.0,1.7,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_200to250_5,250,5,0.0,3.0,0.2,0.6,0.2,0.2,0.5,1.3,1.1,0.0,1.6,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_200to250_6,250,6,0.0,2.4,0.2,0.5,0.2,0.2,0.5,1.2,1.0,0.0,1.6,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_200to250_7,250,7,0.0,2.6,0.2,0.6,0.2,0.2,0.5,1.3,1.1,0.0,1.7,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_200to250_8,250,8,0.0,10.4,0.1,1.0,0.2,0.2,0.5,1.6,1.4,0.0,1.6,0.3,2.8,0.2,0.0,0.0
210929_IC_SEC_200to250_9,250,9,0.0,338.1,0.2,0.6,0.2,0.2,0.5,1.4,1.2,0.0,1.7,0.2,0.6,0.3,0.0,0.0
210929_IC_SEC_200to250_10,250,10,0.0,2.5,0.2,0.5,0.2,0.2,0.5,1.4,1.2,0.0,1.9,0.1,2.1,6.6,0.0,0.0
210929_IC_SEC_200to250_11,250,11,0.0,2.0,0.3,0.5,0.2,0.2,0.4,1.2,1.0,0.0,1.8,0.1,0.5,100.1,0.0,0.0
210929_IC_SEC_200to250_12,250,12,0.0,1.9,0.2,0.5,0.1,0.2,0.5,1.3,1.0,0.0,1.7,0.1,1.0,0.4,0.0,0.0
210929_IC_SEC_200to250_13,250,13,0.0,5.6,0.6,1.4,0.2,0.2,0.7,5.6,5.4,0.0,1.6,0.2,0.9,0.4,0.0,0.0
210929_IC_SEC_200to250_14,250,14,0.0,1.8,0.2,0.4,0.1,0.2,0.4,1.4,1.2,0.0,1.5,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_200to250_15,250,15,0.0,1.7,0.2,0.4,0.2,0.2,0.4,1.2,1.0,0.0,1.9,0.4,0.5,0.2,0.0,0.0
210929_IC_SEC_200to250_16,250,16,0.0,1.7,0.2,0.6,0.2,0.5,0.5,1.8,1.5,0.0,2.2,0.3,0.9,0.3,0.0,0.0
210929_IC_SEC_200to250_17,250,17,0.0,1.7,0.2,0.6,0.2,0.5,0.5,2.5,2.2,0.0,2.2,0.2,0.5,1.2,0.0,0.0
210929_IC_SEC_200to250_18,250,18,0.0,3.1,0.2,0.7,0.2,0.3,0.6,1.8,1.6,0.0,1.8,0.3,2.3,0.7,0.0,0.0
210929_IC_SEC_200to250_19,250,19,0.1,3.4,0.2,1.0,0.2,0.3,0.5,5.5,5.4,0.1,1.5,0.4,3.3,0.3,0.0,0.0
210929_IC_SEC_200to250_20,250,20,0.1,2.9,0.2,0.8,0.2,0.2,0.4,3.8,3.7,0.1,1.5,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_200to250_21,250,21,0.0,2.3,0.1,0.4,0.2,0.2,0.4,1.2,1.0,0.0,1.5,0.1,0.4,0.4,0.0,0.0
210929_IC_SEC_200to250_22,250,22,0.0,2.4,0.1,0.5,0.2,0.2,0.4,1.8,1.5,0.0,1.5,0.1,0.4,0.8,0.0,0.0
210929_IC_SEC_200to250_23,250,23,0.0,2.0,0.2,0.4,0.2,0.2,0.2,1.2,0.9,0.0,1.3,0.2,0.4,98.0,0.0,0.0
210929_IC_SEC_200to250_24,250,24,0.0,2.3,0.2,0.4,0.3,0.2,0.1,1.2,1.0,0.0,1.2,0.2,0.4,0.9,0.0,0.0
210929_IC_SEC_200to250_25,250,25,0.0,2.1,0.1,0.5,0.3,0.2,0.1,1.5,1.3,0.0,1.2,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_200to250_26,250,26,0.0,40.0,0.3,0.6,0.2,0.2,0.5,4.1,3.9,0.0,1.6,0.4,9.2,0.2,0.0,0.1
210929_IC_SEC_200to250_27,250,27,0.0,2.4,0.1,0.7,0.2,0.2,0.4,1.2,0.9,0.0,1.5,0.1,8.8,0.2,0.0,0.0
210929_IC_SEC_200to250_28,250,28,0.0,6.6,0.1,0.5,0.2,0.2,0.4,1.2,1.0,0.0,1.5,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_200to250_29,250,29,0.0,2.2,0.1,0.6,0.1,0.2,0.5,2.0,1.8,0.0,1.4,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_200to250_30,250,30,0.0,3.6,0.2,0.9,0.2,0.2,0.4,1.3,1.1,0.0,1.5,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_200to250_31,250,31,0.0,2.5,0.1,0.6,0.2,0.2,0.4,1.2,1.0,0.0,1.5,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_200to250_32,250,32,0.0,2.6,0.2,0.8,0.1,0.2,0.4,1.2,1.1,0.0,1.4,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_1,300,1,0.2,3.1,0.2,0.8,0.2,0.9,0.5,11.2,11.0,0.1,1.7,0.3,21.0,0.2,0.0,0.0
210929_IC_SEC_250to300_2,300,2,0.2,3.1,0.2,0.7,0.2,0.2,0.4,7.3,6.9,0.1,1.5,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_3,300,3,0.1,5.9,0.1,0.9,0.2,0.2,0.4,3.1,2.9,0.1,1.6,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_250to300_4,300,4,0.0,63.6,0.2,0.8,0.2,0.2,0.4,1.8,1.5,0.0,1.5,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_250to300_5,300,5,0.1,2.7,0.2,0.8,0.1,0.2,0.4,2.9,2.7,0.0,1.4,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_6,300,6,0.2,2.9,0.1,0.8,0.1,0.2,0.4,8.7,8.5,0.1,1.5,0.7,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_7,300,7,0.0,2.5,0.2,0.8,0.2,0.2,0.4,2.2,1.9,0.0,1.5,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_8,300,8,0.0,3.4,0.2,0.8,0.2,0.2,0.4,1.7,1.4,0.0,1.5,0.2,0.9,0.2,0.0,0.0
210929_IC_SEC_250to300_9,300,9,0.0,2.4,0.2,0.9,0.2,0.2,0.4,1.5,1.3,0.0,1.7,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_250to300_10,300,10,0.0,2.4,0.2,0.8,0.2,0.2,0.4,2.2,2.0,0.0,1.7,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_250to300_11,300,11,0.0,7.4,0.2,0.9,0.2,0.2,0.4,1.4,1.1,0.0,1.7,0.2,1.6,0.2,0.0,0.0
210929_IC_SEC_250to300_12,300,12,0.0,3.7,0.2,0.9,0.2,0.2,0.4,1.4,1.2,0.0,1.5,0.3,1.7,0.2,0.0,0.0
210929_IC_SEC_250to300_13,300,13,0.2,2.7,0.2,0.8,0.2,0.2,0.5,8.9,8.6,0.1,1.6,0.4,1.7,0.2,0.0,0.0
210929_IC_SEC_250to300_14,300,14,0.4,2.6,0.2,0.8,0.2,0.2,0.4,19.3,18.9,0.3,1.5,0.8,1.3,0.2,0.0,0.0
210929_IC_SEC_250to300_15,300,15,0.1,2.6,0.2,0.8,0.2,0.2,0.4,3.6,3.4,0.1,2.0,1.6,1.1,0.2,0.0,0.0
210929_IC_SEC_250to300_16,300,16,0.1,240.0,0.2,0.9,0.2,0.3,0.5,2.6,2.4,0.1,2.1,0.4,1.0,0.2,0.0,0.0
210929_IC_SEC_250to300_17,300,17,0.1,2.0,0.2,0.8,0.2,0.2,0.6,3.6,3.4,0.1,2.4,0.3,0.7,0.5,0.0,0.0
210929_IC_SEC_250to300_18,300,18,0.0,2.1,0.2,0.8,0.2,0.2,0.8,2.0,1.7,0.0,1.9,0.2,0.8,0.5,0.0,0.0
210929_IC_SEC_250to300_19,300,19,0.1,4.1,0.2,0.7,0.2,0.2,0.6,5.2,4.8,0.1,1.4,0.2,0.6,0.3,0.0,0.0
210929_IC_SEC_250to300_20,300,20,0.0,2.4,0.2,0.7,0.1,0.2,0.4,1.5,1.3,0.0,1.4,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_21,300,21,0.0,2.6,0.2,0.7,0.1,0.2,0.4,1.3,1.0,0.0,1.4,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_22,300,22,0.0,2.6,0.2,0.7,0.2,0.2,0.3,1.6,1.4,0.0,1.4,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_250to300_23,300,23,0.0,3.4,0.4,1.0,0.2,0.2,0.9,17.9,17.6,0.0,1.3,0.3,3.0,0.2,0.0,0.0
210929_IC_SEC_250to300_24,300,24,0.0,4.1,0.2,0.7,0.2,0.2,0.2,1.3,1.1,0.0,1.2,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_25,300,25,0.3,21.9,0.2,0.9,0.2,0.2,0.3,8.2,8.1,0.2,1.4,0.3,1.2,0.2,0.0,0.0
210929_IC_SEC_250to300_26,300,26,0.6,3.6,0.2,0.8,0.2,0.2,0.4,25.7,25.5,0.3,1.4,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_27,300,27,0.1,3.3,0.2,0.8,0.1,0.2,0.4,5.1,4.8,0.1,1.3,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_28,300,28,0.1,2.8,0.2,0.8,0.1,0.2,0.4,3.4,3.1,0.1,1.4,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_250to300_29,300,29,0.2,118.7,0.2,0.7,0.2,0.3,0.4,7.9,7.7,0.1,1.4,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_30,300,30,0.2,4.2,0.2,0.8,0.1,0.2,0.4,8.1,7.8,0.1,1.4,0.2,0.8,0.2,0.0,0.0
210929_IC_SEC_250to300_31,300,31,0.0,3.3,0.2,0.8,0.1,0.2,0.4,1.5,1.3,0.0,1.3,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_250to300_32,300,32,0.0,44.9,0.2,0.8,0.2,0.2,0.5,2.5,2.2,0.0,1.6,3.4,2.9,0.2,0.0,0.0
210929_IC_SEC_300to350_1,350,1,0.0,2.7,0.2,0.7,0.2,0.2,0.4,13.6,13.1,0.0,1.4,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_300to350_2,350,2,0.0,3.6,0.2,0.6,0.1,0.2,0.3,2.2,1.8,0.0,1.4,0.1,1.3,0.2,0.0,0.0
210929_IC_SEC_300to350_3,350,3,0.0,2.6,0.1,0.7,0.2,0.2,0.4,1.3,1.0,0.0,1.4,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_300to350_4,350,4,0.0,2.8,0.2,0.7,0.1,0.2,0.4,2.5,2.3,0.0,1.4,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_300to350_5,350,5,1.0,29.5,0.2,0.6,0.2,0.2,0.4,38.9,38.3,0.7,1.7,0.7,0.7,0.2,0.0,0.0
210929_IC_SEC_300to350_6,350,6,0.2,4.7,0.2,0.7,0.2,2.5,0.5,8.1,7.8,0.1,1.4,0.5,20.3,0.2,0.0,0.1
210929_IC_SEC_300to350_7,350,7,0.1,9.7,0.1,0.7,0.2,0.2,0.3,3.0,2.8,0.1,1.3,0.2,3.5,0.2,0.0,0.0
210929_IC_SEC_300to350_8,350,8,0.1,147.4,0.2,0.7,0.2,0.2,0.4,5.2,4.8,0.1,1.5,0.4,0.9,0.2,0.0,0.0
210929_IC_SEC_300to350_9,350,9,0.1,2.5,0.2,0.8,0.1,0.2,0.4,2.4,2.2,0.0,1.5,0.4,1.0,0.2,0.0,0.0
210929_IC_SEC_300to350_10,350,10,0.4,6.5,0.2,0.8,0.2,0.2,0.4,13.9,13.5,0.2,1.4,0.4,1.0,0.2,0.0,0.0
210929_IC_SEC_300to350_11,350,11,0.2,2.4,0.2,0.7,0.2,0.2,0.4,8.2,7.7,0.1,1.2,0.5,1.1,0.2,0.0,0.0
210929_IC_SEC_300to350_12,350,12,0.0,2.4,0.2,0.7,0.1,0.2,0.4,1.8,1.6,0.0,1.2,0.3,1.1,0.2,0.0,0.0
210929_IC_SEC_300to350_13,350,13,0.1,2.2,0.2,0.6,0.2,0.2,0.4,8.2,7.8,0.1,1.3,0.3,0.8,0.2,0.0,0.0
210929_IC_SEC_300to350_14,350,14,0.0,5.8,0.2,0.5,0.2,0.2,0.4,1.6,1.3,0.0,1.2,0.3,0.6,0.2,0.0,0.0
210929_IC_SEC_300to350_15,350,15,0.0,2.5,0.2,0.6,0.2,0.2,0.4,2.1,1.7,0.0,1.3,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_300to350_16,350,16,0.0,2.0,0.2,0.7,0.1,0.2,0.5,1.5,1.2,0.0,1.3,0.3,0.6,0.2,0.0,0.0
210929_IC_SEC_300to350_17,350,17,0.1,2.6,0.2,0.6,0.2,0.2,0.7,8.0,7.6,0.1,1.9,0.3,0.5,0.3,0.0,0.0
210929_IC_SEC_300to350_18,350,18,0.2,2.9,0.2,0.6,0.2,0.2,0.9,9.1,8.7,0.2,1.7,0.3,0.5,0.4,0.0,0.0
210929_IC_SEC_300to350_19,350,19,0.7,4.0,0.2,0.6,0.1,0.2,0.4,22.8,22.1,0.4,1.4,0.6,0.4,0.2,0.0,0.0
210929_IC_SEC_300to350_20,350,20,0.1,3.3,0.2,0.7,0.1,0.2,0.3,5.7,5.4,0.1,1.3,0.4,0.6,0.2,0.0,0.0
210929_IC_SEC_300to350_21,350,21,0.2,2.8,0.2,0.6,0.1,0.2,0.3,6.7,6.3,0.1,1.3,0.3,0.5,0.2,0.0,0.0
210929_IC_SEC_300to350_22,350,22,0.1,7.5,0.2,0.5,0.2,0.2,0.3,6.4,6.1,0.1,1.4,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_300to350_23,350,23,0.0,2.9,0.2,0.6,0.2,0.2,0.2,1.5,1.3,0.0,1.2,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_300to350_24,350,24,0.0,2.0,0.1,0.5,0.2,0.2,0.2,1.2,1.0,0.0,1.1,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_300to350_25,350,25,0.0,2.2,0.1,0.5,0.2,0.2,0.2,1.2,0.9,0.0,1.3,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_300to350_26,350,26,0.0,2.1,0.1,0.5,0.2,0.2,0.3,1.0,0.8,0.0,1.3,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_300to350_27,350,27,0.0,2.4,0.2,0.5,0.1,0.2,0.3,1.3,1.1,0.0,1.3,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_300to350_28,350,28,0.0,4.2,0.1,0.5,0.2,0.2,0.3,1.1,0.9,0.0,1.3,0.1,0.6,0.2,0.0,0.0
210929_IC_SEC_300to350_29,350,29,0.1,6.2,0.2,0.4,0.2,0.2,0.3,4.8,4.5,0.1,1.3,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_300to350_30,350,30,0.5,3.6,0.2,0.3,0.1,0.2,0.3,18.4,18.0,0.3,1.5,0.5,0.3,0.2,0.0,0.0
210929_IC_SEC_300to350_31,350,31,0.0,2.8,0.1,0.4,0.1,0.2,0.3,1.5,1.2,0.0,1.3,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_300to350_32,350,32,0.0,3.9,0.1,0.5,0.1,0.2,0.3,1.8,1.6,0.0,1.3,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_1,400,1,0.1,2.7,0.2,0.6,0.2,0.2,0.3,3.4,3.2,0.1,1.4,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_350to400_2,400,2,0.1,2.5,0.1,0.6,0.2,0.2,0.3,3.8,3.5,0.0,1.4,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_3,400,3,0.2,2.7,0.2,0.6,0.2,0.2,0.4,8.4,8.2,0.1,1.5,2.1,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_4,400,4,0.0,2.5,0.2,0.6,0.2,0.2,0.3,2.7,2.5,0.0,1.4,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_5,400,5,0.0,2.6,0.2,0.5,0.2,0.2,0.3,1.8,1.6,0.0,1.5,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_350to400_6,400,6,0.0,2.4,0.2,0.6,0.2,0.2,0.4,1.6,1.3,0.0,1.6,0.5,1.4,0.2,0.0,0.0
210929_IC_SEC_350to400_7,400,7,0.0,3.0,0.2,0.6,0.2,0.2,0.4,1.8,1.5,0.0,1.4,0.5,1.8,0.2,0.0,0.2
210929_IC_SEC_350to400_8,400,8,0.0,2.3,0.2,0.6,0.2,0.2,0.4,2.3,2.0,0.0,1.4,0.7,2.5,0.2,0.0,0.0
210929_IC_SEC_350to400_9,400,9,0.3,9.3,0.2,0.6,0.2,0.3,0.5,13.4,13.2,0.2,1.5,1.0,2.5,0.3,0.0,0.0
210929_IC_SEC_350to400_10,400,10,0.1,7.3,0.2,0.5,0.2,0.2,0.3,5.4,5.0,0.1,1.2,0.5,1.6,0.2,0.0,0.0
210929_IC_SEC_350to400_11,400,11,1.6,13.0,0.2,0.6,0.2,0.2,0.4,57.8,57.9,0.9,1.7,1.8,1.5,0.2,0.0,0.0
210929_IC_SEC_350to400_12,400,12,0.2,357.8,0.2,0.6,0.2,0.2,0.5,10.2,9.8,0.1,1.3,0.6,1.1,0.2,0.0,0.0
210929_IC_SEC_350to400_13,400,13,0.0,3.2,0.2,0.6,0.2,0.2,0.4,1.7,1.4,0.0,1.1,0.3,0.9,0.2,0.0,0.0
210929_IC_SEC_350to400_14,400,14,0.0,2.0,0.2,0.6,0.2,0.2,0.3,1.8,1.5,0.0,1.2,0.3,0.7,0.2,0.0,0.0
210929_IC_SEC_350to400_15,400,15,0.0,2.0,0.2,0.5,0.1,0.2,0.3,2.6,2.4,0.0,1.2,0.3,0.5,0.6,0.0,0.0
210929_IC_SEC_350to400_16,400,16,0.0,11.1,0.3,0.6,0.2,0.2,0.4,1.6,1.3,0.0,1.3,0.2,0.5,4.0,0.0,0.0
210929_IC_SEC_350to400_17,400,17,0.0,3.5,0.3,0.5,0.2,0.2,1.0,1.8,1.5,0.0,2.0,0.2,0.5,6.6,0.0,0.0
210929_IC_SEC_350to400_18,400,18,0.0,4.6,0.2,0.5,0.2,0.2,1.0,1.9,1.7,0.0,1.6,0.2,0.5,1.0,0.0,0.0
210929_IC_SEC_350to400_19,400,19,0.0,2.7,0.2,0.6,0.2,0.2,0.4,1.6,1.3,0.0,1.2,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_350to400_20,400,20,0.0,3.8,0.2,0.6,0.2,0.2,0.3,1.3,1.1,0.0,1.3,0.2,8.6,0.2,0.0,0.0
210929_IC_SEC_350to400_21,400,21,0.2,15.2,0.3,0.6,0.2,0.3,0.5,34.9,35.0,0.1,1.4,0.2,5.8,0.2,0.0,0.0
210929_IC_SEC_350to400_22,400,22,0.1,4.2,0.2,0.4,0.2,0.2,0.3,5.5,5.3,0.1,1.4,0.2,26.3,0.2,0.0,0.0
210929_IC_SEC_350to400_23,400,23,2.4,5.0,0.2,0.5,0.2,0.2,0.3,78.7,78.4,1.3,1.4,0.4,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_24,400,24,0.0,10.5,0.2,0.4,0.3,0.2,0.1,2.5,2.2,0.0,1.2,0.2,1.9,0.2,0.0,0.0
210929_IC_SEC_350to400_25,400,25,2.0,4.7,0.2,0.5,0.2,0.2,0.3,122.6,122.7,1.6,1.4,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_26,400,26,0.0,9.4,0.1,0.5,0.2,0.2,0.3,1.5,1.2,0.0,1.3,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_27,400,27,0.0,3.0,0.2,0.6,0.2,0.2,0.3,1.2,0.8,0.0,1.3,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_28,400,28,0.0,2.6,0.1,0.6,0.2,0.2,0.3,1.3,1.0,0.0,1.3,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_29,400,29,0.0,2.6,0.1,0.5,0.1,0.2,0.3,1.2,1.0,0.0,1.3,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_30,400,30,0.0,2.6,0.2,0.4,0.2,0.2,0.3,1.2,0.9,0.0,1.4,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_350to400_31,400,31,0.0,3.5,0.3,0.5,0.2,0.3,0.4,3.1,2.9,0.0,1.4,0.5,1.6,0.2,0.0,0.1
210929_IC_SEC_350to400_32,400,32,0.0,2.6,0.2,0.5,0.1,0.2,0.3,2.1,1.8,0.0,1.4,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_400to450_1,450,1,0.1,3.1,0.2,0.4,0.2,0.2,0.4,4.6,4.4,0.1,1.5,0.3,0.4,0.3,0.0,0.0
210929_IC_SEC_400to450_2,450,2,0.1,3.4,0.1,0.4,0.2,0.2,0.3,4.1,3.8,0.1,1.5,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_3,450,3,0.2,3.5,0.2,0.3,0.2,0.2,0.3,8.6,8.4,0.1,1.5,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_4,450,4,0.1,3.3,0.2,0.3,0.2,0.2,0.3,3.8,3.5,0.1,1.4,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_5,450,5,0.6,4.1,0.2,0.4,0.2,0.2,0.4,24.8,24.4,0.5,1.8,2.2,0.7,0.3,0.0,0.0
210929_IC_SEC_400to450_6,450,6,0.0,4.9,0.3,0.4,0.2,0.2,0.4,2.9,2.7,0.0,1.8,0.8,3.1,0.3,0.0,0.1
210929_IC_SEC_400to450_7,450,7,0.1,2.3,0.2,0.4,0.2,0.2,0.3,5.4,5.1,0.1,1.4,0.7,3.1,0.2,0.0,0.0
210929_IC_SEC_400to450_8,450,8,0.1,2.4,0.2,0.4,0.2,0.2,0.3,5.2,5.0,0.1,1.3,0.6,2.8,0.3,0.0,0.0
210929_IC_SEC_400to450_9,450,9,0.1,2.7,0.2,0.4,0.2,0.2,0.3,2.4,2.1,0.0,1.1,0.3,1.3,0.3,0.0,0.0
210929_IC_SEC_400to450_10,450,10,0.1,2.7,0.2,0.4,0.2,0.2,0.3,7.6,7.4,0.1,1.2,0.6,2.0,0.3,0.0,0.0
210929_IC_SEC_400to450_11,450,11,0.1,2.4,0.2,0.4,0.2,0.2,0.3,3.1,2.8,0.0,1.2,0.4,1.6,0.3,0.0,0.0
210929_IC_SEC_400to450_12,450,12,0.0,4.6,0.2,0.5,0.2,0.2,0.3,1.6,1.2,0.0,1.0,0.3,3.8,0.3,0.0,0.0
210929_IC_SEC_400to450_13,450,13,0.2,2.3,0.2,0.4,0.2,0.2,0.3,7.0,6.7,0.1,1.1,0.4,0.6,0.3,0.0,0.0
210929_IC_SEC_400to450_14,450,14,0.1,2.4,0.2,0.4,0.2,0.2,0.3,5.5,5.2,0.1,1.2,0.8,0.5,0.3,0.0,0.0
210929_IC_SEC_400to450_15,450,15,0.1,5.6,0.2,0.4,0.2,0.2,0.3,3.3,2.9,0.1,1.1,0.3,0.4,3.1,0.0,0.0
210929_IC_SEC_400to450_16,450,16,0.9,3.2,0.3,0.4,0.2,0.3,0.4,52.2,51.8,0.6,1.3,0.3,0.4,3.8,0.0,0.0
210929_IC_SEC_400to450_17,450,17,0.2,2.6,0.3,0.4,0.3,0.3,1.4,11.9,11.7,0.2,1.8,0.4,0.4,2.3,0.0,0.0
210929_IC_SEC_400to450_18,450,18,0.2,4.3,0.2,0.3,0.2,0.2,0.6,10.6,10.0,0.2,1.1,0.3,0.3,0.4,0.0,0.0
210929_IC_SEC_400to450_19,450,19,0.1,2.3,0.1,0.4,0.2,0.2,0.3,2.1,1.8,0.0,1.0,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_20,450,20,0.1,2.9,0.2,0.4,0.2,0.2,0.3,2.0,1.7,0.0,1.1,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_21,450,21,0.0,3.9,0.2,0.4,0.2,0.2,0.3,1.7,1.5,0.0,1.1,0.1,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_22,450,22,0.0,2.7,0.2,0.4,0.2,0.2,0.3,2.2,1.9,0.0,1.1,0.1,0.4,0.3,0.0,0.0
210929_IC_SEC_400to450_23,450,23,0.1,2.8,0.3,0.4,0.3,0.2,0.1,4.9,4.6,0.1,1.0,0.7,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_24,450,24,0.0,3.1,0.2,0.6,0.3,0.2,0.1,1.3,1.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_400to450_25,450,25,0.1,3.6,0.1,0.4,0.2,0.2,0.3,4.5,4.2,0.1,1.3,0.3,0.3,0.3,0.0,0.0
210929_IC_SEC_400to450_26,450,26,0.2,2.8,0.2,0.4,0.2,0.2,0.3,5.3,4.9,0.1,1.2,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_400to450_27,450,27,0.1,3.0,0.1,0.4,0.2,0.2,0.3,3.3,3.0,0.1,1.2,0.2,13.7,0.2,0.0,0.0
210929_IC_SEC_400to450_28,450,28,0.0,2.5,0.1,0.3,0.2,0.2,0.3,1.7,1.6,0.0,1.1,0.1,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_29,450,29,0.1,2.9,0.2,0.3,0.2,0.2,0.3,5.7,5.4,0.1,1.2,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_30,450,30,0.1,2.5,0.1,0.3,0.2,0.2,0.3,4.5,4.3,0.1,1.2,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_31,450,31,0.0,2.4,0.2,0.4,0.2,0.2,0.3,1.2,0.9,0.0,1.1,0.1,0.3,0.2,0.0,0.0
210929_IC_SEC_400to450_32,450,32,0.0,2.6,0.2,0.4,0.2,0.2,0.3,1.6,1.3,0.0,1.1,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_450to500_1,500,1,0.1,3.2,0.2,0.5,0.2,0.2,0.3,2.3,2.1,0.0,1.1,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_450to500_2,500,2,0.0,2.9,0.2,0.5,0.2,0.2,0.3,1.7,1.5,0.0,1.1,0.1,0.8,0.2,0.0,0.0
210929_IC_SEC_450to500_3,500,3,0.0,2.5,0.2,0.5,0.2,0.2,0.3,1.1,0.8,0.0,1.1,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_450to500_4,500,4,0.0,4.5,0.2,0.8,0.2,0.2,0.3,2.2,1.9,0.0,1.1,0.2,3.0,0.2,0.0,0.0
210929_IC_SEC_450to500_5,500,5,0.7,2.7,0.3,0.6,0.2,0.2,0.3,16.7,16.8,0.3,1.4,0.5,1.5,0.2,0.0,0.0
210929_IC_SEC_450to500_6,500,6,0.2,2.3,0.3,0.6,0.2,0.2,0.3,9.7,9.4,0.2,1.6,1.3,5.2,0.2,0.0,0.1
210929_IC_SEC_450to500_7,500,7,0.0,1.9,0.2,0.4,0.1,0.2,0.3,3.0,2.8,0.0,1.2,0.5,3.4,0.3,0.0,0.0
