Sample_ID,AE Fraction,SE Fraction,75As,27Al,47Ti,48Ti,51V,52Cr,55Mn,56Fe,57Fe,59Co,60Ni,63Cu,66Zn,95Mo,111Cd,208Pb
210929_IC_SEC_700to800_13,800,13,0.0,2.7,0.2,0.5,0.2,0.2,0.2,1.0,0.8,0.0,1.0,0.2,1.2,0.3,0.0,0.0
210929_IC_SEC_700to800_14,800,14,0.0,4.8,0.2,0.5,0.1,0.2,0.2,1.1,0.8,0.0,0.9,0.1,1.3,0.2,0.0,0.0
210929_IC_SEC_700to800_15,800,15,0.0,2.4,0.3,0.5,0.2,0.2,0.2,1.0,0.7,0.0,0.8,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_700to800_16,800,16,0.0,3.0,0.2,0.4,0.2,0.2,0.3,1.0,0.7,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_17,800,17,0.1,1.8,0.2,0.4,0.3,0.2,1.8,1.9,1.8,0.0,1.4,0.4,0.5,0.4,0.0,0.0
210929_IC_SEC_700to800_18,800,18,0.0,2.3,0.2,0.4,0.2,0.2,0.9,1.4,1.2,0.0,0.8,0.2,0.4,0.3,0.0,0.0
210929_IC_SEC_700to800_19,800,19,0.0,3.3,0.2,0.4,0.1,0.2,0.2,0.9,0.6,0.0,0.6,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_20,800,20,0.0,2.9,0.2,0.4,0.1,0.2,0.2,0.9,0.6,0.0,0.7,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_21,800,21,0.0,2.5,0.1,0.4,0.1,0.2,0.2,0.9,0.7,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_22,800,22,0.0,2.5,0.2,0.4,0.1,0.2,0.2,1.0,0.8,0.0,0.8,0.2,0.5,0.5,0.0,0.0
210929_IC_SEC_700to800_23,800,23,0.0,2.5,0.2,0.5,0.2,0.2,0.1,1.1,0.8,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_24,800,24,0.0,22.3,0.2,0.7,0.2,0.2,0.1,1.8,1.6,0.0,0.8,0.2,2.8,0.2,0.0,0.0
210929_IC_SEC_700to800_25,800,25,0.0,3.3,0.2,0.4,0.2,0.2,0.1,1.0,0.8,0.0,0.8,0.2,0.5,0.3,0.0,0.0
210929_IC_SEC_700to800_26,800,26,0.0,2.6,0.1,0.4,0.1,0.2,0.2,0.8,0.6,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_27,800,27,0.0,3.8,0.2,0.3,0.1,0.2,0.2,0.9,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_28,800,28,0.0,12.7,0.1,0.4,0.1,0.2,0.2,1.1,0.8,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_29,800,29,0.0,3.1,0.1,0.4,0.1,0.2,0.2,1.0,0.7,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_30,800,30,0.0,2.7,0.2,0.4,0.1,0.2,0.2,1.6,1.2,0.0,0.9,0.2,0.7,0.3,0.0,0.0
210929_IC_SEC_700to800_31,800,31,0.0,2.8,0.2,0.4,0.1,0.2,0.2,0.9,0.7,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_700to800_32,800,32,0.0,2.5,0.2,0.4,0.1,0.2,0.2,0.9,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_800to900_1,900,1,0.0,2.6,0.2,0.4,0.1,0.2,0.2,1.2,0.9,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_800to900_2,900,2,0.0,2.9,0.1,0.4,0.1,0.2,0.2,1.1,0.8,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_800to900_3,900,3,0.0,2.6,0.2,0.5,0.2,0.2,0.2,1.2,0.8,0.0,1.0,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_800to900_4,900,4,0.0,5.6,0.2,0.8,0.1,0.2,0.2,1.7,1.4,0.0,1.0,0.2,0.8,0.2,0.0,0.0
210929_IC_SEC_800to900_5,900,5,0.0,2.4,0.3,0.4,0.2,0.2,0.2,1.4,1.1,0.0,1.4,0.3,1.0,0.2,0.0,0.0
210929_IC_SEC_800to900_6,900,6,0.0,2.5,0.4,0.4,0.2,0.2,0.2,1.4,1.1,0.0,1.4,0.3,1.1,0.2,0.0,0.0
210929_IC_SEC_800to900_7,900,7,0.0,2.1,0.2,0.4,0.1,0.2,0.2,1.3,0.9,0.0,1.1,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_800to900_8,900,8,0.0,2.0,0.2,0.3,0.2,0.2,0.2,1.2,0.9,0.0,1.1,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_800to900_9,900,9,0.0,3.2,0.2,0.3,0.2,0.2,0.2,1.2,0.8,0.0,1.1,0.1,0.5,0.3,0.0,0.0
210929_IC_SEC_800to900_10,900,10,0.0,2.6,0.2,0.4,0.1,0.2,0.2,1.4,1.0,0.0,1.2,0.1,0.5,0.4,0.0,0.0
210929_IC_SEC_800to900_11,900,11,0.0,2.4,0.2,0.3,0.2,0.2,0.2,1.2,0.9,0.0,1.2,0.1,0.5,0.3,0.0,0.0
210929_IC_SEC_800to900_12,900,12,0.0,2.3,0.2,0.3,0.1,0.2,0.2,1.2,0.8,0.0,1.2,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_800to900_13,900,13,0.0,2.3,0.2,0.4,0.1,0.2,0.2,1.2,0.8,0.0,1.0,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_800to900_14,900,14,0.0,2.3,0.2,0.4,0.2,0.2,0.2,1.2,0.8,0.0,0.9,0.2,0.4,0.2,0.0,0.0
210929_IC_SEC_800to900_15,900,15,0.0,2.7,0.1,0.5,0.1,0.2,0.2,1.3,1.0,0.0,0.8,0.2,0.7,0.2,0.0,0.0
210929_IC_SEC_800to900_16,900,16,0.0,2.5,0.2,0.6,0.1,0.2,0.2,1.4,1.0,0.0,0.8,0.2,0.8,0.2,0.0,0.0
210929_IC_SEC_800to900_17,900,17,0.0,2.4,0.3,0.4,0.2,0.2,1.1,1.7,1.4,0.0,1.3,0.3,0.7,0.3,0.0,0.0
210929_IC_SEC_800to900_18,900,18,0.0,2.3,0.3,0.3,0.3,0.2,1.6,2.1,1.9,0.0,1.0,0.3,0.3,0.4,0.0,0.0
210929_IC_SEC_800to900_19,900,19,0.0,2.3,0.1,0.3,0.1,0.2,0.3,1.0,0.7,0.0,0.6,0.1,7.6,0.3,0.0,0.0
210929_IC_SEC_800to900_20,900,20,0.0,2.0,0.2,0.3,0.1,0.2,0.2,1.0,0.7,0.0,0.7,0.1,0.4,0.3,0.0,0.0
210929_IC_SEC_800to900_21,900,21,0.0,2.3,0.2,0.3,0.1,0.2,0.2,1.0,0.7,0.0,0.8,0.1,0.3,0.3,0.0,0.0
210929_IC_SEC_800to900_22,900,22,0.0,2.1,0.2,0.3,0.1,0.2,0.2,1.1,0.7,0.0,0.8,0.1,0.3,0.4,0.0,0.0
210929_IC_SEC_800to900_23,900,23,0.0,3.0,0.1,0.3,0.1,0.2,0.1,1.1,0.8,0.0,0.8,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_800to900_24,900,24,0.0,2.2,0.1,0.3,0.2,0.2,0.1,1.3,1.0,0.0,0.8,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_800to900_25,900,25,0.0,2.7,0.2,0.3,0.3,0.2,0.1,1.3,1.0,0.0,0.8,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_800to900_26,900,26,0.0,2.3,0.1,0.3,0.2,0.2,0.2,1.0,0.7,0.0,0.9,0.1,0.7,0.2,0.0,0.0
210929_IC_SEC_800to900_27,900,27,0.0,2.8,0.2,0.4,0.1,0.2,0.2,1.0,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_800to900_28,900,28,0.0,3.5,0.2,0.5,0.1,0.2,0.2,2.1,1.7,0.0,0.9,0.2,1.4,0.2,0.0,0.0
210929_IC_SEC_800to900_29,900,29,0.0,2.5,0.2,0.3,0.1,0.2,0.2,1.6,1.3,0.0,0.9,0.2,0.7,0.3,0.0,0.0
210929_IC_SEC_800to900_30,900,30,0.0,2.1,0.1,0.3,0.1,0.2,0.2,1.0,0.7,0.0,0.9,0.1,0.4,0.4,0.0,0.0
210929_IC_SEC_800to900_31,900,31,0.0,2.1,0.1,0.3,0.1,0.2,0.2,1.1,0.8,0.0,0.9,0.1,0.3,1.5,0.0,0.0
210929_IC_SEC_800to900_32,900,32,0.0,2.1,0.1,0.3,0.1,0.2,0.2,1.0,0.7,0.0,0.9,0.1,0.3,0.7,0.0,0.0
210929_IC_SEC_900to1000_1,1000,1,0.0,3.0,0.1,0.3,0.1,0.2,0.2,0.9,0.6,0.0,1.0,0.2,0.4,0.4,0.0,0.0
210929_IC_SEC_900to1000_2,1000,2,0.0,18.6,0.2,0.3,0.2,0.2,0.2,0.9,0.7,0.0,1.0,0.1,0.3,0.3,0.0,0.0
210929_IC_SEC_900to1000_3,1000,3,0.0,2.3,0.1,0.3,0.1,0.2,0.2,0.9,0.6,0.0,1.0,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_900to1000_4,1000,4,0.0,2.2,0.2,0.3,0.2,0.2,0.2,0.9,0.6,0.0,1.1,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_900to1000_5,1000,5,0.0,2.1,0.2,0.3,0.1,0.2,0.2,1.0,0.7,0.0,1.1,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_900to1000_6,1000,6,0.0,2.3,0.3,0.3,0.1,0.2,0.3,1.3,1.0,0.0,1.4,0.5,13.1,0.2,0.0,0.1
210929_IC_SEC_900to1000_7,1000,7,0.0,2.0,0.3,0.4,0.2,0.2,0.2,1.0,0.8,0.0,1.1,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_900to1000_8,1000,8,0.0,2.4,0.2,0.4,0.1,0.2,0.2,1.1,0.8,0.0,1.0,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_900to1000_9,1000,9,0.0,5.2,0.2,0.3,0.1,0.2,0.2,1.0,0.7,0.0,1.1,0.2,0.5,0.3,0.0,0.0
210929_IC_SEC_900to1000_10,1000,10,0.0,2.7,0.2,0.3,0.1,0.2,0.2,0.9,0.7,0.0,1.2,0.1,0.4,5.4,0.0,0.0
210929_IC_SEC_900to1000_11,1000,11,0.0,3.4,0.3,0.3,0.2,0.2,0.2,1.2,0.8,0.0,1.2,0.2,0.7,190.5,0.1,0.0
210929_IC_SEC_900to1000_12,1000,12,0.0,2.7,0.2,0.2,0.1,0.2,0.2,0.9,0.6,0.0,1.2,0.1,0.4,0.5,0.0,0.0
210929_IC_SEC_900to1000_13,1000,13,0.0,5.7,0.2,0.2,0.1,0.2,0.2,0.9,0.7,0.0,1.1,0.1,0.5,0.4,0.0,0.0
210929_IC_SEC_900to1000_14,1000,14,0.0,2.2,0.2,0.3,0.1,0.2,0.2,0.9,0.6,0.0,0.9,0.1,0.4,0.4,0.0,0.0
210929_IC_SEC_900to1000_15,1000,15,0.0,4.2,0.2,0.3,0.1,0.2,0.2,1.1,0.8,0.0,0.9,0.2,0.6,0.2,0.0,0.0
210929_IC_SEC_900to1000_16,1000,16,0.0,2.0,0.2,0.3,0.1,0.2,0.7,184.2,181.8,0.0,0.8,0.1,0.5,0.3,0.0,0.0
210929_IC_SEC_900to1000_17,1000,17,0.0,2.1,0.2,0.4,0.2,0.2,0.8,1.8,1.5,0.0,1.3,0.3,0.6,0.3,0.0,0.0
210929_IC_SEC_900to1000_18,1000,18,0.0,2.1,0.2,0.3,0.3,0.2,2.0,1.8,1.5,0.0,1.0,0.4,0.3,0.3,0.0,0.0
210929_IC_SEC_900to1000_19,1000,19,0.0,2.9,0.2,0.3,0.1,0.2,0.3,0.9,0.7,0.0,0.6,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_900to1000_20,1000,20,0.0,3.6,0.2,0.4,0.1,0.2,0.2,1.3,1.0,0.0,0.7,0.1,0.8,0.2,0.0,0.0
210929_IC_SEC_900to1000_21,1000,21,0.0,122.9,0.2,0.3,0.2,0.2,0.2,1.3,1.1,0.0,0.7,0.2,0.4,0.7,0.0,0.0
210929_IC_SEC_900to1000_22,1000,22,0.0,2.0,0.1,0.2,0.1,0.2,0.2,0.8,0.6,0.0,0.8,0.1,1.3,1.8,0.0,0.0
210929_IC_SEC_900to1000_23,1000,23,0.0,4.9,0.2,0.3,0.2,0.2,0.2,0.9,0.6,0.0,0.9,0.1,0.3,99.9,0.0,0.0
210929_IC_SEC_900to1000_24,1000,24,0.0,13.4,0.1,0.2,0.2,0.2,0.1,1.0,0.8,0.0,0.9,0.2,0.3,0.5,0.0,0.0
210929_IC_SEC_900to1000_25,1000,25,0.0,2.1,0.1,0.2,0.3,0.2,0.1,1.1,0.8,0.0,0.8,0.2,0.2,0.2,0.0,0.0
210929_IC_SEC_900to1000_26,1000,26,0.0,22.0,0.1,0.3,0.2,0.2,0.1,0.9,0.7,0.0,0.9,0.2,0.5,0.2,0.0,0.0
210929_IC_SEC_900to1000_27,1000,27,0.0,2.4,0.2,0.2,0.1,0.2,0.2,0.8,0.6,0.0,0.9,0.2,0.3,0.2,0.0,0.0
210929_IC_SEC_900to1000_28,1000,28,0.0,2.1,0.1,0.2,0.1,0.2,0.2,0.8,0.5,0.0,0.9,0.1,0.5,0.2,0.0,0.0
210929_IC_SEC_900to1000_29,1000,29,0.0,2.5,0.1,0.2,0.1,0.2,0.2,0.8,0.6,0.0,0.9,0.1,0.3,0.2,0.0,0.0
210929_IC_SEC_900to1000_30,1000,30,0.0,2.4,0.1,0.3,0.1,0.2,0.2,0.9,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_900to1000_31,1000,31,0.0,3.4,0.1,0.3,0.1,0.2,0.3,0.9,0.6,0.0,0.9,0.1,0.4,0.2,0.0,0.0
210929_IC_SEC_900to1000_32,1000,32,0.0,3.2,0.2,0.4,0.1,0.2,0.2,1.4,1.1,0.0,0.9,0.2,1.4,0.2,0.0,0.0
